label,text,llm_check,suspect,style,group,accept
no,"না ভাই, বাজেট নাই, তাই এখন আর অর্ডারটা কনফার্ম করতে পারছি না",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"মানে এখন টাকাটা একটু সমস্যা, অর্ডারটা ক্যান্সেল করে দেন প্লিজ",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"না আপু, এখন আর দরকার নেই, পরে নিলে জানাবো",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"আসলে এখন টাকা নেই, তাই অর্ডারটা ক্যান্সেল করে দেন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"জি না, এখন নিব না, টাকাটা অন্য জায়গায় খরচ হয়ে গেছে",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"না ভাই, এখন আর অর্ডারটা কনফার্ম করবেন না, বাজেট নাই",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"থাক আপু, এখন আর নিব না, পরে যোগাযোগ করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",37,
no,"না ভাই, অর্ডারটা ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,38,
no,"উম, আসলে অর্ডারটা ক্যান্সেল করে দেন তো",no,,cancel using the English word ক্যান্সেল,38,
no,"না আপু, আপাতত আমার ক্যান্সেল করতে হবে",no,,cancel using the English word ক্যান্সেল,38,
no,"হুম, ক্যান্সেল করে দেন, এখন আর লাগবে না",no,,cancel using the English word ক্যান্সেল,38,
no,"জি, অর্ডারটা ক্যান্সেল করে দিন প্লিজ",no,,cancel using the English word ক্যান্সেল,38,
no,"মানে এখন আর নিব না, ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,38,
no,"না ভাই, ক্যান্সেল করেন, আমার লাগবে না",no,,cancel using the English word ক্যান্সেল,38,
no,"আচ্ছা, অর্ডারটা ক্যান্সেলই করে দেন",no,,cancel using the English word ক্যান্সেল,38,
no,"না, আমার অর্ডারটা ক্যান্সেল করতে হবে",no,,cancel using the English word ক্যান্সেল,38,
no,"আসলে এখন আর প্রয়োজন নেই, ক্যান্সেল করে দেন",no,,cancel using the English word ক্যান্সেল,38,
no,"না ভাই, এটা ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,38,
no,"জি, অর্ডারটা ক্যান্সেল করে দিলে ভালো হয়",no,,cancel using the English word ক্যান্সেল,38,
no,অর্ডারটা ক্যান্সেল করে দেন,no,,plain refusal,39,
no,"না আপু, এটা আমি এখন আর নিচ্ছি না",no,,plain refusal,39,
no,"উম, থাক, এখন আর দরকার নেই",no,,plain refusal,39,
no,"না, আমার অর্ডারটা ক্যান্সেল করে দিন",no,,plain refusal,39,
no,"আসলে এখন আর নিব না, সরি",no,,plain refusal,39,
no,"না, থাক, এই অর্ডারটা হবে না",no,,plain refusal,39,
no,"হুম, ক্যান্সেল করে দেন, লাগবে না",no,,plain refusal,39,
no,"না ভাই, এখন আর অর্ডারটা কনফার্ম করবেন না",no,,plain refusal,39,
no,"বাদ দেন, এখন আর নিব না",no,,plain refusal,39,
no,"না, এটা ক্যান্সেল করে দিন প্লিজ",no,,plain refusal,39,
no,"মানে, এখন আর দরকার নাই, সরি",no,,plain refusal,39,
no,"জি, অর্ডারটা আর লাগবে না ভাই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"হ্যাঁ, মানে আসলে আমার এখন আর দরকার নেই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি না, এই অর্ডারটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"হুম, এখন আর লাগবে না, থাক।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি ভাইয়া, অর্ডারটা এখন আর কনফার্ম করবেন না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"আচ্ছা, আপাতত আমার অর্ডারটা ক্যান্সেল করে দেন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"হ্যাঁ আপু, অর্ডারটা বাদ দিয়ে দিন প্লিজ।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি, অর্ডারটা থাক, এখন আর দরকার নেই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"উম, না ভাইয়া, অর্ডারটা কনফার্ম করার দরকার নেই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি না, আমি এখন আর নিচ্ছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"হ্যাঁ, অর্ডারটা ক্যান্সেল করে দিলে ভালো হয়।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি ভাই, এখন আর লাগবে না, পরে দেখে নেব।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",40,
no,"জি না ভাই, এখন টাকা নেই, পরে অর্ডার করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"আপু, আসলে এখন বাজেট নাই, অর্ডারটা ক্যানসেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"হুম, এখন নিব না, পরে জানাবো",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"না ভাই, এখন টাকা হাতে নেই, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"উম, মানে এখন অর্ডারটা কনফার্ম করবেন না প্লিজ",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"আসলে এখন নেওয়া সম্ভব না, ক্যানসেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"না আপু, এখন আর লাগবে না, পরে যোগাযোগ করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"ভাই, এখন টাকা নেই তো, অর্ডারটা এখন না থাক",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"সরি ভাই, এখন নিতে পারব না, ক্যানসেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"হুম, এখন না, পরে অর্ডার করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"আপু, টাকা শর্ট আছে, এখন অর্ডারটা কনফার্ম করবেন না",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"না ভাই, এখন আর নিচ্ছি না, পরে নেব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",41,
no,"উম, থাক আপু, অর্ডারটা ক্যান্সেলই করে দিন",no,,cancel using the English word ক্যান্সেল,42,
no,"আসলে এখন আর নিব না, ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,42,
no,"না ভাই, আমার অর্ডারটা ক্যান্সেল করেন",no,,cancel using the English word ক্যান্সেল,42,
no,"না না, আমার এটা ক্যান্সেল লাগবে",no,,cancel using the English word ক্যান্সেল,42,
no,"হুম, ক্যান্সেল করে দেন, এখন আর দরকার নেই",no,,cancel using the English word ক্যান্সেল,42,
no,"মানে, আমার অর্ডারটা ক্যান্সেল করতে চাই",no,,cancel using the English word ক্যান্সেল,42,
no,"না আপু, এটা ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,42,
no,"থাক ভাই, ক্যান্সেল করে দিন, আমি নিব না",no,,cancel using the English word ক্যান্সেল,42,
no,"জি, ক্যান্সেল করে দেন, এখন আর লাগবে না",no,,cancel using the English word ক্যান্সেল,42,
no,"না ভাই, অর্ডারটা ক্যান্সেল করে দেওয়াই ভালো",no,,cancel using the English word ক্যান্সেল,42,
no,"না ভাই, আপাতত আর লাগবে না।",no,,plain refusal,43,
no,"থাক ভাই, এখন আর অর্ডার কনফার্ম করার দরকার নাই।",no,,plain refusal,43,
no,"না না, এটা আমি নেব না।",no,,plain refusal,43,
no,"মানে, আসলে এখন আর আমার এটা লাগবে না।",no,,plain refusal,43,
no,"না, আমার অর্ডারটা ক্যান্সেল করে দিন প্লিজ।",no,,plain refusal,43,
no,"না ভাই, এখন আর কনফার্ম করার দরকার নেই।",no,,plain refusal,43,
no,"উম, না থাক, আমি অন্য সময় নিব।",no,,plain refusal,43,
no,"না আপু, আমার অর্ডারটা ক্যান্সেল করে দেন তো।",no,,plain refusal,43,
no,"না ভাই, এটা এখন আর নিচ্ছি না।",no,,plain refusal,43,
no,"না, লাগবে না। ক্যানসেল করে দেন।",no,,plain refusal,43,
no,"না ভাই, আপাতত থাক।",no,,plain refusal,43,
no,"জি না, আমার আর দরকার নেই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ, অর্ডারটা ক্যান্সেল করে দেন ভাই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"জি, আসলে এখন আর লাগবে না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ, এটা বাদ দিয়ে দেন প্লিজ।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"জি না থাক, আমি এখন নিচ্ছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ, আপাতত অর্ডারটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"জি, আমার মনে হয় না এখন লাগবে।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ ভাই, অর্ডারটা আপাতত ক্যান্সেল করেন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"জি না, আমি এটা নিতে চাচ্ছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ আপু, অর্ডারটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"জি না, এখন আর অর্ডারটা কনফার্ম করবেন না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"হ্যাঁ উম, এটা ক্যান্সেল করে দিলে ভালো হয়।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",44,
no,"ভাই এখন টাকা নাই, পরে অর্ডার করবো",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"আপু আসলে এখন বাজেট নাই, ক্যান্সেল করে দেন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"জি না, এখন নিবো না, পরে জানাবো",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"উম সরি ভাই, এখন আর দরকার নেই",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"আসলে এখন পেমেন্ট নাই, ক্যান্সেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"আপু এখন অর্ডারটা কনফার্ম করবো না, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"জি ভাই, এখন আর অর্ডারটা লাগবে না",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"মানে এখন বাজেট নাই তো, থাক পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"না ভাই, এখন টাকা নেই, ক্যান্সেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"আপু সরি, এখন নিবো না, পরে যোগাযোগ করবো",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"এখন আর নিবো না ভাই, ক্যান্সেল করে দেন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"জি ভাইয়া, আপাতত ক্যান্সেল করে দিন, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",45,
no,"না ভাই, আমার অর্ডারটা ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,46,
no,"উম, আসলে আমার এটা লাগবে না, ক্যান্সেল করে দিন।",no,,cancel using the English word ক্যান্সেল,46,
no,"আপু, এই অর্ডারটা ক্যান্সেল করতে চাই।",no,,cancel using the English word ক্যান্সেল,46,
no,"না লাগবে না, অর্ডারটা ক্যান্সেল করে দিন প্লিজ।",no,,cancel using the English word ক্যান্সেল,46,
no,"মানে, আমি তো এটা নিব না, ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,46,
no,"জি না, আমার অর্ডারটা ক্যান্সেল করে দেন ভাই।",no,,cancel using the English word ক্যান্সেল,46,
no,"না আপু, ক্যান্সেল করে দেন, আমার এখন দরকার নেই।",no,,cancel using the English word ক্যান্সেল,46,
no,"হুম, আমার আর লাগবে না, অর্ডারটা ক্যান্সেল করেন।",no,,cancel using the English word ক্যান্সেল,46,
no,"না ভাই, ক্যান্সেল করে দেন এটা।",no,,cancel using the English word ক্যান্সেল,46,
no,"আসলে আমি নিব না, অর্ডারটা ক্যান্সেল করে দিন।",no,,cancel using the English word ক্যান্সেল,46,
no,"না, এই অর্ডারটা ক্যান্সেল করে দেন প্লিজ।",no,,cancel using the English word ক্যান্সেল,46,
no,"উম, না আপু, ক্যান্সেল করে দেন অর্ডারটা।",no,,cancel using the English word ক্যান্সেল,46,
no,"না ভাই, এখন আর অর্ডারটা নিব না",no,,plain refusal,47,
no,"থাক, ক্যান্সেল করে দেন",no,,plain refusal,47,
no,"না আপু, আমার এখন দরকার নেই",no,,plain refusal,47,
no,"উম, থাক, আমি আর নিচ্ছি না",no,,plain refusal,47,
no,"না, এই অর্ডারটা ক্যান্সেল করে দিন",no,,plain refusal,47,
no,"আসলে এখন আর লাগবে না, বাদ দিন",no,,plain refusal,47,
no,"না, আপাতত অর্ডারটা ক্যান্সেল করেন",no,,plain refusal,47,
no,"হুম, এটা ক্যান্সেল করে দেন তো",no,,plain refusal,47,
no,"না ভাই, এখন আর নিতে পারছি না",no,,plain refusal,47,
no,"না মানে, অর্ডারটা ক্যান্সেল করে দিন",no,,plain refusal,47,
no,"না থাক, আমার আর দরকার নেই",no,,plain refusal,47,
no,"না, এটা আর কনফার্ম করবেন না",no,,plain refusal,47,
no,"জি, অর্ডারটা আপাতত লাগবে না ভাইয়া।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"হ্যাঁ, কিন্তু এই মুহূর্তে অর্ডারটা ক্যান্সেল করতে চাই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি, তবে এখন আর অর্ডারটা কনফার্ম করবেন না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি না, আমার অর্ডারটা ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"হ্যাঁ, মানে আসলে অর্ডারটা এখন আর লাগবে না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি, অর্ডারটা থাক, এখন নিব না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি ভাই, অর্ডারটা ক্যান্সেল করে দিয়েন প্লিজ।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"হ্যাঁ, কিন্তু এই অর্ডারটা আমি নিতে পারছি না।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি আপু, অর্ডারটা ক্যান্সেল করে দেওয়াই ভালো।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"হ্যাঁ, আসলে অর্ডারটা এখন না নিলেও চলবে।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"জি, আমার অর্ডারটা আপাতত ক্যান্সেল করে দিন।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"হ্যাঁ, অর্ডারটা আর কনফার্ম করার দরকার নাই।",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",48,
no,"আসলে এখন বাজেট নেই, অর্ডারটা ক্যান্সেল করে দিন।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"আপু এখন তো হবে না, পরে নিবানি।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"হুম, এখন না থাক, আমার কাছে টাকা নাই।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"উম, মানে অর্ডারটা এখন লাগবে না, পরে করবো।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"না ভাই, সমস্যা আছে পরে অর্ডার করবো।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"এখন তো টাকা নাই, পরে অন্যদিন নিব।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"জি, এখন না থাক, পরে জানাবো।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"না আপু, এখন বাজেট নাই পরে নিবো।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"আসলে এখন আর নিচ্ছি না, পরে অর্ডার করবো।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"হুম, এখন না থাক, পরে দেখা যাবে।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"না ভাই, টাকা নাই এখন ক্যান্সেল করে দেন।",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",49,
no,"উম, থাক আপু, এটা ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,50,
no,"আসলে এখন আর লাগবে না, ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,50,
no,"না আপু, আপাতত ক্যান্সেল করে দেন",no,,cancel using the English word ক্যান্সেল,50,
no,"জি, অর্ডারটা ক্যান্সেল করে দেন প্লিজ",no,,cancel using the English word ক্যান্সেল,50,
no,"হুম, ক্যান্সেল করে দেন, আমার এখন লাগবে না",no,,cancel using the English word ক্যান্সেল,50,
no,"না ভাই, আপাতত ক্যান্সেল করে রাখছি",no,,cancel using the English word ক্যান্সেল,50,
no,"মানে এখন নিব না, ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,50,
no,"না থাক ভাইয়া, অর্ডারটা ক্যান্সেল করে দিন",no,,cancel using the English word ক্যান্সেল,50,
no,"আসলে আমার আর দরকার নাই, ক্যান্সেল করে দেন",no,,cancel using the English word ক্যান্সেল,50,
no,"না আপু, এটা ক্যান্সেল করে দিন প্লিজ",no,,cancel using the English word ক্যান্সেল,50,
no,"না, আমার অর্ডারটা ক্যান্সেল করে দেন",no,,cancel using the English word ক্যান্সেল,50,
no,"না ভাই, এটা এখন আর নিব না।",no,,plain refusal,51,
no,"উম না, আসলে এখন অর্ডারটা লাগবে না।",no,,plain refusal,51,
no,"না থাক, ক্যান্সেল করে দিন।",no,,plain refusal,51,
no,আমার এখন আর এটার দরকার নাই।,no,,plain refusal,51,
no,"না ভাই, আপাতত বাদ দিন।",no,,plain refusal,51,
no,"না, আমার অর্ডারটা আর কনফার্ম করার দরকার নাই।",no,,plain refusal,51,
no,"না আপু, থাক এটা আর নিচ্ছি না।",no,,plain refusal,51,
no,"না, আমি এখন এই অর্ডারটা নিতে চাচ্ছি না।",no,,plain refusal,51,
no,"আসলে এখন লাগবে না, ক্যান্সেল করে দিন।",no,,plain refusal,51,
no,"না ভাই, অর্ডারটা ক্যান্সেল করে ফেলুন প্লিজ।",no,,plain refusal,51,
no,"না, আমি এখন নিব না। ধন্যবাদ।",no,,plain refusal,51,
no,"জি, থাক, আমার এখন আর লাগবে না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ, অর্ডারটা ক্যান্সেল করে দিন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"জি না ভাই, এখন আর অর্ডারটা কনফার্ম করবেন না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ আপু, অর্ডারটা বাদ দিয়ে দেন প্লিজ",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"জি, আসলে এখন আর দরকার নেই, থাক",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ, অর্ডারটা ক্যান্সেল করে দিয়েন ভাই",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"জি না, আমার অর্ডারটা আপাতত থাক",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ, উম, অর্ডারটা আর করবেন না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"জি ভাই, অর্ডারটা ক্যান্সেল করে দিন, লাগবে না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ, মানে এটা আর লাগবে না, থাক",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"জি আপু, অর্ডারটা ক্যান্সেল করে দিন প্লিজ",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"হ্যাঁ ভাই, এখন আর অর্ডারটা কনফার্ম করতে হবে না",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",52,
no,"না ভাই, এখন তো টাকা নেই, পরে অর্ডার করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"উম, আসলে এখন আর লাগবে না, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"আপু, আমার তো এখন বাজেট নেই, ক্যান্সেল করে দিন",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"না ভাইয়া, টাকাটা হাতে নেই, পরে দেখব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"মানে এখন আর নিতে পারছি না, পরে অর্ডার করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"হুম, এখন না, আমার বাজেট শেষ হয়ে গেছে",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"না আপু, আপাতত লাগবে না, পরে যোগাযোগ করব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"ভাই, এখন তো পকেটে টাকা নেই, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"না থাক, এখন আর অর্ডার কনফার্ম করার দরকার নেই",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"আসলে এখন আর প্রয়োজন নেই, টাকা নেই আমার",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"উম, এখন অর্ডারটা ক্যান্সেল করুন, পরে দেখে নেব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"না ভাই, বাজেট নেই এখন, পরে নিব",no,,"polite refusal with a reason (e.g. এখন টাকা নেই, পরে নিব)",53,
no,"না ভাই, আপাতত আমার অর্ডারটা ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,54,
no,"উম, আমি আসলে এখন এটা নিব না, ক্যান্সেল করে দিন।",no,,cancel using the English word ক্যান্সেল,54,
no,"না আপু, আমার অর্ডারটা ক্যান্সেল করে দেন প্লিজ।",no,,cancel using the English word ক্যান্সেল,54,
no,"আসলে এখন আর প্রয়োজন নেই, ক্যান্সেল করে দিন।",no,,cancel using the English word ক্যান্সেল,54,
no,"হুম, আমার অর্ডারটা ক্যান্সেল করে দেন ভাই।",no,,cancel using the English word ক্যান্সেল,54,
no,"না ভাই, এখন আর লাগবে না, ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,54,
no,"মানে এখন আর নিব না, অর্ডারটা ক্যান্সেল করুন।",no,,cancel using the English word ক্যান্সেল,54,
no,"না না, আমার অর্ডারটা ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,54,
no,"না ভাই, অর্ডারটা ক্যান্সেল করে দিলেই হবে।",no,,cancel using the English word ক্যান্সেল,54,
no,"জি না, আমার অর্ডারটা ক্যান্সেল করে দেন।",no,,cancel using the English word ক্যান্সেল,54,
no,"আমি এখন নিচ্ছি না, অর্ডারটা ক্যান্সেল করে দিন।",no,,cancel using the English word ক্যান্সেল,54,
no,"না, আমার অর্ডারটা ক্যান্সেল করে দিলে ভালো হয়।",no,,cancel using the English word ক্যান্সেল,54,
no,"উম, মানে অর্ডারটা ক্যান্সেল করে দেন।",no,,plain refusal,55,
no,"না আপু, আমার এখন দরকার নাই।",no,,plain refusal,55,
no,"না থাক, অর্ডারটা কনফার্ম করার দরকার নাই।",no,,plain refusal,55,
no,আসলে এখন অর্ডারটা ক্যান্সেল করতে চাচ্ছি।,no,,plain refusal,55,
no,"জি না, এই অর্ডারটা আমার লাগবে না।",no,,plain refusal,55,
no,"না ভাই, আমি নিব না এটা।",no,,plain refusal,55,
no,"হুম, এখন না থাক।",no,,plain refusal,55,
no,না এটা ক্যান্সেল করে দিন।,no,,plain refusal,55,
no,"না ভাই, অর্ডারটা বাদ দিয়ে দেন।",no,,plain refusal,55,
no,"না আপু, আপাতত লাগবে না।",no,,plain refusal,55,
no,"না ভাই, অর্ডারটা ক্যান্সেল করে দিন প্লিজ।",no,,plain refusal,55,
no,"জি না, আমার আর দরকার নেই, এটা ক্যান্সেল করে দিন",no,,"starts with হ্যাঁ/জি but then refuses (e.g. হ্যাঁ লাগবে না, জি না থাক)",56,
